STATISTIC Label,Month,Taxation_Class,UNIT,VALUE
Vehicles Licensed for the First Time,2021M01,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,72
Vehicles Licensed for the First Time,2021M01,Secondhand_Vehicles,Number,10290
Vehicles Licensed for the First Time,2021M01,Secondhand_Private_Cars,Number,8126
Vehicles Licensed for the First Time,2021M01,Secondhand_Goods_Vehicles,Number,960
Vehicles Licensed for the First Time,2021M01,Secondhand_Tractors,Number,367
Vehicles Licensed for the First Time,2021M01,Secondhand_Other_Vehicles,Number,536
Vehicles Licensed for the First Time,2021M01,Secondhand_Motor_Cycles,Number,301
Vehicles Licensed for the First Time,2021M02,All_Vehicles,Number,24282
Vehicles Licensed for the First Time,2021M02,New_Vehicles,Number,15209
Vehicles Licensed for the First Time,2021M02,New_Private_Cars,Number,11672
Vehicles Licensed for the First Time,2021M02,New Goods Vehicles,Number,2349
Vehicles Licensed for the First Time,2021M02,New_Tractors,Number,240
Vehicles Licensed for the First Time,2021M02,New Motor_Cycles,Number,112
Vehicles Licensed for the First Time,2021M02,New_Exempt_Vehicles,Number,713
Vehicles Licensed for the First Time,2021M02,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,123
Vehicles Licensed for the First Time,2021M02,Secondhand_Vehicles,Number,9073
Vehicles Licensed for the First Time,2021M02,Secondhand_Private_Cars,Number,6679
Vehicles Licensed for the First Time,2021M02,Secondhand_Goods_Vehicles,Number,1120
Vehicles Licensed for the First Time,2021M02,Secondhand_Tractors,Number,366
Vehicles Licensed for the First Time,2021M02,Secondhand_Other_Vehicles,Number,607
Vehicles Licensed for the First Time,2021M02,Secondhand_Motor_Cycles,Number,301
Vehicles Licensed for the First Time,2021M03,All_Vehicles,Number,23895
Vehicles Licensed for the First Time,2021M03,New_Vehicles,Number,14883
Vehicles Licensed for the First Time,2021M03,New_Private_Cars,Number,10672
Vehicles Licensed for the First Time,2021M03,New Goods Vehicles,Number,2974
Vehicles Licensed for the First Time,2021M03,New_Tractors,Number,297
Vehicles Licensed for the First Time,2021M03,New Motor_Cycles,Number,162
Vehicles Licensed for the First Time,2021M03,New_Exempt_Vehicles,Number,633
Vehicles Licensed for the First Time,2021M03,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,145
Vehicles Licensed for the First Time,2021M03,Secondhand_Vehicles,Number,9012
Vehicles Licensed for the First Time,2021M03,Secondhand_Private_Cars,Number,6590
Vehicles Licensed for the First Time,2021M03,Secondhand_Goods_Vehicles,Number,1096
Vehicles Licensed for the First Time,2021M03,Secondhand_Tractors,Number,355
Vehicles Licensed for the First Time,2021M03,Secondhand_Other_Vehicles,Number,605
Vehicles Licensed for the First Time,2021M03,Secondhand_Motor_Cycles,Number,366
Vehicles Licensed for the First Time,2021M04,All_Vehicles,Number,20357
Vehicles Licensed for the First Time,2021M04,New_Vehicles,Number,11960
Vehicles Licensed for the First Time,2021M04,New_Private_Cars,Number,8214
Vehicles Licensed for the First Time,2021M04,New Goods Vehicles,Number,2536
Vehicles Licensed for the First Time,2021M04,New_Tractors,Number,224
Vehicles Licensed for the First Time,2021M04,New Motor_Cycles,Number,220
Vehicles Licensed for the First Time,2021M04,New_Exempt_Vehicles,Number,544
Vehicles Licensed for the First Time,2021M04,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,222
Vehicles Licensed for the First Time,2021M04,Secondhand_Vehicles,Number,8397
Vehicles Licensed for the First Time,2021M04,Secondhand_Private_Cars,Number,6241
Vehicles Licensed for the First Time,2021M04,Secondhand_Goods_Vehicles,Number,940
Vehicles Licensed for the First Time,2021M04,Secondhand_Tractors,Number,294
Vehicles Licensed for the First Time,2021M04,Secondhand_Other_Vehicles,Number,577
Vehicles Licensed for the First Time,2021M04,Secondhand_Motor_Cycles,Number,345
Vehicles Licensed for the First Time,2021M05,All_Vehicles,Number,20112
Vehicles Licensed for the First Time,2021M05,New_Vehicles,Number,11381
Vehicles Licensed for the First Time,2021M05,New_Private_Cars,Number,7337
Vehicles Licensed for the First Time,2021M05,New Goods Vehicles,Number,2953
Vehicles Licensed for the First Time,2021M05,New_Tractors,Number,266
Vehicles Licensed for the First Time,2021M05,New Motor_Cycles,Number,262
Vehicles Licensed for the First Time,2021M05,New_Exempt_Vehicles,Number,429
Vehicles Licensed for the First Time,2021M05,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,134
Vehicles Licensed for the First Time,2021M05,Secondhand_Vehicles,Number,8731
Vehicles Licensed for the First Time,2021M05,Secondhand_Private_Cars,Number,6426
Vehicles Licensed for the First Time,2021M05,Secondhand_Goods_Vehicles,Number,960
Vehicles Licensed for the First Time,2021M05,Secondhand_Tractors,Number,361
Vehicles Licensed for the First Time,2021M05,Secondhand_Other_Vehicles,Number,620
Vehicles Licensed for the First Time,2021M05,Secondhand_Motor_Cycles,Number,364
Vehicles Licensed for the First Time,2021M06,All_Vehicles,Number,16420
Vehicles Licensed for the First Time,2021M06,New_Vehicles,Number,8428
Vehicles Licensed for the First Time,2021M06,New_Private_Cars,Number,4980
Vehicles Licensed for the First Time,2021M06,New Goods Vehicles,Number,2664
Vehicles Licensed for the First Time,2021M06,New_Tractors,Number,180
Vehicles Licensed for the First Time,2021M06,New Motor_Cycles,Number,216
Vehicles Licensed for the First Time,2021M06,New_Exempt_Vehicles,Number,235
Vehicles Licensed for the First Time,2021M06,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,153
Vehicles Licensed for the First Time,2021M06,Secondhand_Vehicles,Number,7992
Vehicles Licensed for the First Time,2021M06,Secondhand_Private_Cars,Number,5900
Vehicles Licensed for the First Time,2021M06,Secondhand_Goods_Vehicles,Number,905
Vehicles Licensed for the First Time,2021M06,Secondhand_Tractors,Number,274
Vehicles Licensed for the First Time,2021M06,Secondhand_Other_Vehicles,Number,583
Vehicles Licensed for the First Time,2021M06,Secondhand_Motor_Cycles,Number,330
Vehicles Licensed for the First Time,2021M07,All_Vehicles,Number,32149
Vehicles Licensed for the First Time,2021M07,New_Vehicles,Number,24642
Vehicles Licensed for the First Time,2021M07,New_Private_Cars,Number,20232
Vehicles Licensed for the First Time,2021M07,New Goods Vehicles,Number,2707
Vehicles Licensed for the First Time,2021M07,New_Tractors,Number,243
Vehicles Licensed for the First Time,2021M07,New Motor_Cycles,Number,344
Vehicles Licensed for the First Time,2021M07,New_Exempt_Vehicles,Number,952
Vehicles Licensed for the First Time,2021M07,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,164
Vehicles Licensed for the First Time,2021M07,Secondhand_Vehicles,Number,7507
Vehicles Licensed for the First Time,2021M07,Secondhand_Private_Cars,Number,5590
Vehicles Licensed for the First Time,2021M07,Secondhand_Goods_Vehicles,Number,819
Vehicles Licensed for the First Time,2021M07,Secondhand_Tractors,Number,245
Vehicles Licensed for the First Time,2021M07,Secondhand_Other_Vehicles,Number,561
Vehicles Licensed for the First Time,2021M07,Secondhand_Motor_Cycles,Number,292
Vehicles Licensed for the First Time,2021M08,All_Vehicles,Number,19525
Vehicles Licensed for the First Time,2021M08,New_Vehicles,Number,12362
Vehicles Licensed for the First Time,2021M08,New_Private_Cars,Number,8563
Vehicles Licensed for the First Time,2021M08,New Goods Vehicles,Number,2618
Vehicles Licensed for the First Time,2021M08,New_Tractors,Number,210
Vehicles Licensed for the First Time,2021M08,New Motor_Cycles,Number,272
Vehicles Licensed for the First Time,2021M08,New_Exempt_Vehicles,Number,566
Vehicles Licensed for the First Time,2021M08,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,133
Vehicles Licensed for the First Time,2021M08,Secondhand_Vehicles,Number,7163
Vehicles Licensed for the First Time,2021M08,Secondhand_Private_Cars,Number,5219
Vehicles Licensed for the First Time,2021M08,Secondhand_Goods_Vehicles,Number,841
Vehicles Licensed for the First Time,2021M08,Secondhand_Tractors,Number,239
Vehicles Licensed for the First Time,2021M08,Secondhand_Other_Vehicles,Number,572
Vehicles Licensed for the First Time,2021M08,Secondhand_Motor_Cycles,Number,292
Vehicles Licensed for the First Time,2021M09,All_Vehicles,Number,17458
Vehicles Licensed for the First Time,2021M09,New_Vehicles,Number,10529
Vehicles Licensed for the First Time,2021M09,New_Private_Cars,Number,6354
Vehicles Licensed for the First Time,2021M09,New Goods Vehicles,Number,3109
Vehicles Licensed for the First Time,2021M09,New_Tractors,Number,193
Vehicles Licensed for the First Time,2021M09,New Motor_Cycles,Number,240
Vehicles Licensed for the First Time,2021M09,New_Exempt_Vehicles,Number,448
Vehicles Licensed for the First Time,2021M09,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,185
Vehicles Licensed for the First Time,2021M09,Secondhand_Vehicles,Number,6929
Vehicles Licensed for the First Time,2021M09,Secondhand_Private_Cars,Number,5056
Vehicles Licensed for the First Time,2021M09,Secondhand_Goods_Vehicles,Number,818
Vehicles Licensed for the First Time,2021M09,Secondhand_Tractors,Number,222
Vehicles Licensed for the First Time,2021M09,Secondhand_Other_Vehicles,Number,559
Vehicles Licensed for the First Time,2021M09,Secondhand_Motor_Cycles,Number,274
Vehicles Licensed for the First Time,2021M10,All_Vehicles,Number,13445
Vehicles Licensed for the First Time,2021M10,New_Vehicles,Number,7239
Vehicles Licensed for the First Time,2021M10,New_Private_Cars,Number,3882
Vehicles Licensed for the First Time,2021M10,New Goods Vehicles,Number,2550
Vehicles Licensed for the First Time,2021M10,New_Tractors,Number,163
Vehicles Licensed for the First Time,2021M10,New Motor_Cycles,Number,192
Vehicles Licensed for the First Time,2021M10,New_Exempt_Vehicles,Number,295
Vehicles Licensed for the First Time,2021M10,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,157
Vehicles Licensed for the First Time,2021M10,Secondhand_Vehicles,Number,6206
Vehicles Licensed for the First Time,2021M10,Secondhand_Private_Cars,Number,4506
Vehicles Licensed for the First Time,2021M10,Secondhand_Goods_Vehicles,Number,814
Vehicles Licensed for the First Time,2021M10,Secondhand_Tractors,Number,204
Vehicles Licensed for the First Time,2021M10,Secondhand_Other_Vehicles,Number,466
Vehicles Licensed for the First Time,2021M10,Secondhand_Motor_Cycles,Number,216
Vehicles Licensed for the First Time,2021M11,All_Vehicles,Number,10476
Vehicles Licensed for the First Time,2021M11,New_Vehicles,Number,4437
Vehicles Licensed for the First Time,2021M11,New_Private_Cars,Number,2167
Vehicles Licensed for the First Time,2021M11,New Goods Vehicles,Number,1701
Vehicles Licensed for the First Time,2021M11,New_Tractors,Number,131
Vehicles Licensed for the First Time,2021M11,New Motor_Cycles,Number,124
Vehicles Licensed for the First Time,2021M11,New_Exempt_Vehicles,Number,161
Vehicles Licensed for the First Time,2021M11,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,153
Vehicles Licensed for the First Time,2021M11,Secondhand_Vehicles,Number,6039
Vehicles Licensed for the First Time,2021M11,Secondhand_Private_Cars,Number,4324
Vehicles Licensed for the First Time,2021M11,Secondhand_Goods_Vehicles,Number,778
Vehicles Licensed for the First Time,2021M11,Secondhand_Tractors,Number,218
Vehicles Licensed for the First Time,2021M11,Secondhand_Other_Vehicles,Number,493
Vehicles Licensed for the First Time,2021M11,Secondhand_Motor_Cycles,Number,226
Vehicles Licensed for the First Time,2021M12,All_Vehicles,Number,6410
Vehicles Licensed for the First Time,2021M12,New_Vehicles,Number,1788
Vehicles Licensed for the First Time,2021M12,New_Private_Cars,Number,832
Vehicles Licensed for the First Time,2021M12,New Goods Vehicles,Number,697
Vehicles Licensed for the First Time,2021M12,New_Tractors,Number,86
Vehicles Licensed for the First Time,2021M12,New Motor_Cycles,Number,55
Vehicles Licensed for the First Time,2021M12,New_Exempt_Vehicles,Number,53
Vehicles Licensed for the First Time,2021M12,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,65
Vehicles Licensed for the First Time,2021M12,Secondhand_Vehicles,Number,4622
Vehicles Licensed for the First Time,2021M12,Secondhand_Private_Cars,Number,3385
Vehicles Licensed for the First Time,2021M12,Secondhand_Goods_Vehicles,Number,580
Vehicles Licensed for the First Time,2021M12,Secondhand_Tractors,Number,196
Vehicles Licensed for the First Time,2021M12,Secondhand_Other_Vehicles,Number,332
Vehicles Licensed for the First Time,2021M12,Secondhand_Motor_Cycles,Number,129
,,Regs_For_Year,,468674
Vehicles Licensed for the First Time,2022M01,All_Vehicles,Number,23779
Vehicles Licensed for the First Time,2022M01,New_Vehicles,Number,18706
Vehicles Licensed for the First Time,2022M01,New_Private_Cars,Number,15814
Vehicles Licensed for the First Time,2022M01,New Goods Vehicles,Number,1728
Vehicles Licensed for the First Time,2022M01,New_Tractors,Number,252
Vehicles Licensed for the First Time,2022M01,New Motor_Cycles,Number,274
Vehicles Licensed for the First Time,2022M01,New_Exempt_Vehicles,Number,518
Vehicles Licensed for the First Time,2022M01,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,120
Vehicles Licensed for the First Time,2022M01,Secondhand_Vehicles,Number,5073
Vehicles Licensed for the First Time,2022M01,Secondhand_Private_Cars,Number,3686
Vehicles Licensed for the First Time,2022M01,Secondhand_Goods_Vehicles,Number,640
Vehicles Licensed for the First Time,2022M01,Secondhand_Tractors,Number,193
Vehicles Licensed for the First Time,2022M01,Secondhand_Other_Vehicles,Number,362
Vehicles Licensed for the First Time,2022M01,Secondhand_Motor_Cycles,Number,192
Vehicles Licensed for the First Time,2022M02,All_Vehicles,Number,23162
Vehicles Licensed for the First Time,2022M02,New_Vehicles,Number,17638
Vehicles Licensed for the First Time,2022M02,New_Private_Cars,Number,13643
Vehicles Licensed for the First Time,2022M02,New Goods Vehicles,Number,2717
Vehicles Licensed for the First Time,2022M02,New_Tractors,Number,232
Vehicles Licensed for the First Time,2022M02,New Motor_Cycles,Number,294
Vehicles Licensed for the First Time,2022M02,New_Exempt_Vehicles,Number,611
Vehicles Licensed for the First Time,2022M02,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,141
Vehicles Licensed for the First Time,2022M02,Secondhand_Vehicles,Number,5524
Vehicles Licensed for the First Time,2022M02,Secondhand_Private_Cars,Number,3929
Vehicles Licensed for the First Time,2022M02,Secondhand_Goods_Vehicles,Number,711
Vehicles Licensed for the First Time,2022M02,Secondhand_Tractors,Number,233
Vehicles Licensed for the First Time,2022M02,Secondhand_Other_Vehicles,Number,452
Vehicles Licensed for the First Time,2022M02,Secondhand_Motor_Cycles,Number,199
Vehicles Licensed for the First Time,2022M03,All_Vehicles,Number,21144
Vehicles Licensed for the First Time,2022M03,New_Vehicles,Number,15585
Vehicles Licensed for the First Time,2022M03,New_Private_Cars,Number,11872
Vehicles Licensed for the First Time,2022M03,New Goods Vehicles,Number,2410
Vehicles Licensed for the First Time,2022M03,New_Tractors,Number,244
Vehicles Licensed for the First Time,2022M03,New Motor_Cycles,Number,310
Vehicles Licensed for the First Time,2022M03,New_Exempt_Vehicles,Number,601
Vehicles Licensed for the First Time,2022M03,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,148
Vehicles Licensed for the First Time,2022M03,Secondhand_Vehicles,Number,5559
Vehicles Licensed for the First Time,2022M03,Secondhand_Private_Cars,Number,3902
Vehicles Licensed for the First Time,2022M03,Secondhand_Goods_Vehicles,Number,747
Vehicles Licensed for the First Time,2022M03,Secondhand_Tractors,Number,203
Vehicles Licensed for the First Time,2022M03,Secondhand_Other_Vehicles,Number,448
Vehicles Licensed for the First Time,2022M03,Secondhand_Motor_Cycles,Number,259
Vehicles Licensed for the First Time,2022M04,All_Vehicles,Number,18434
Vehicles Licensed for the First Time,2022M04,New_Vehicles,Number,13033
Vehicles Licensed for the First Time,2022M04,New_Private_Cars,Number,10045
Vehicles Licensed for the First Time,2022M04,New Goods Vehicles,Number,1851
Vehicles Licensed for the First Time,2022M04,New_Tractors,Number,205
Vehicles Licensed for the First Time,2022M04,New Motor_Cycles,Number,265
Vehicles Licensed for the First Time,2022M04,New_Exempt_Vehicles,Number,503
Vehicles Licensed for the First Time,2022M04,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,164
Vehicles Licensed for the First Time,2022M04,Secondhand_Vehicles,Number,5401
Vehicles Licensed for the First Time,2022M04,Secondhand_Private_Cars,Number,3770
Vehicles Licensed for the First Time,2022M04,Secondhand_Goods_Vehicles,Number,655
Vehicles Licensed for the First Time,2022M04,Secondhand_Tractors,Number,177
Vehicles Licensed for the First Time,2022M04,Secondhand_Other_Vehicles,Number,471
Vehicles Licensed for the First Time,2022M04,Secondhand_Motor_Cycles,Number,328
Vehicles Licensed for the First Time,2022M05,All_Vehicles,Number,16376
Vehicles Licensed for the First Time,2022M05,New_Vehicles,Number,10468
Vehicles Licensed for the First Time,2022M05,New_Private_Cars,Number,7120
Vehicles Licensed for the First Time,2022M05,New Goods Vehicles,Number,2212
Vehicles Licensed for the First Time,2022M05,New_Tractors,Number,288
Vehicles Licensed for the First Time,2022M05,New Motor_Cycles,Number,280
Vehicles Licensed for the First Time,2022M05,New_Exempt_Vehicles,Number,410
Vehicles Licensed for the First Time,2022M05,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,158
Vehicles Licensed for the First Time,2022M05,Secondhand_Vehicles,Number,5908
Vehicles Licensed for the First Time,2022M05,Secondhand_Private_Cars,Number,4023
Vehicles Licensed for the First Time,2022M05,Secondhand_Goods_Vehicles,Number,709
Vehicles Licensed for the First Time,2022M05,Secondhand_Tractors,Number,247
Vehicles Licensed for the First Time,2022M05,Secondhand_Other_Vehicles,Number,550
Vehicles Licensed for the First Time,2022M05,Secondhand_Motor_Cycles,Number,379
Vehicles Licensed for the First Time,2022M06,All_Vehicles,Number,11744
Vehicles Licensed for the First Time,2022M06,New_Vehicles,Number,6092
Vehicles Licensed for the First Time,2022M06,New_Private_Cars,Number,3774
Vehicles Licensed for the First Time,2022M06,New Goods Vehicles,Number,1604
Vehicles Licensed for the First Time,2022M06,New_Tractors,Number,187
Vehicles Licensed for the First Time,2022M06,New Motor_Cycles,Number,202
Vehicles Licensed for the First Time,2022M06,New_Exempt_Vehicles,Number,232
Vehicles Licensed for the First Time,2022M06,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,93
Vehicles Licensed for the First Time,2022M06,Secondhand_Vehicles,Number,5652
Vehicles Licensed for the First Time,2022M06,Secondhand_Private_Cars,Number,3944
Vehicles Licensed for the First Time,2022M06,Secondhand_Goods_Vehicles,Number,677
Vehicles Licensed for the First Time,2022M06,Secondhand_Tractors,Number,193
Vehicles Licensed for the First Time,2022M06,Secondhand_Other_Vehicles,Number,526
Vehicles Licensed for the First Time,2022M06,Secondhand_Motor_Cycles,Number,312
Vehicles Licensed for the First Time,2022M07,All_Vehicles,Number,24111
Vehicles Licensed for the First Time,2022M07,New_Vehicles,Number,18504
Vehicles Licensed for the First Time,2022M07,New_Private_Cars,Number,15078
Vehicles Licensed for the First Time,2022M07,New Goods Vehicles,Number,1800
Vehicles Licensed for the First Time,2022M07,New_Tractors,Number,254
Vehicles Licensed for the First Time,2022M07,New Motor_Cycles,Number,369
Vehicles Licensed for the First Time,2022M07,New_Exempt_Vehicles,Number,832
Vehicles Licensed for the First Time,2022M07,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,171
Vehicles Licensed for the First Time,2022M07,Secondhand_Vehicles,Number,5607
Vehicles Licensed for the First Time,2022M07,Secondhand_Private_Cars,Number,4118
Vehicles Licensed for the First Time,2022M07,Secondhand_Goods_Vehicles,Number,600
Vehicles Licensed for the First Time,2022M07,Secondhand_Tractors,Number,184
Vehicles Licensed for the First Time,2022M07,Secondhand_Other_Vehicles,Number,448
Vehicles Licensed for the First Time,2022M07,Secondhand_Motor_Cycles,Number,257
Vehicles Licensed for the First Time,2022M08,All_Vehicles,Number,18236
Vehicles Licensed for the First Time,2022M08,New_Vehicles,Number,12258
Vehicles Licensed for the First Time,2022M08,New_Private_Cars,Number,8942
Vehicles Licensed for the First Time,2022M08,New Goods Vehicles,Number,2066
Vehicles Licensed for the First Time,2022M08,New_Tractors,Number,183
Vehicles Licensed for the First Time,2022M08,New Motor_Cycles,Number,308
Vehicles Licensed for the First Time,2022M08,New_Exempt_Vehicles,Number,631
Vehicles Licensed for the First Time,2022M08,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,128
Vehicles Licensed for the First Time,2022M08,Secondhand_Vehicles,Number,5978
Vehicles Licensed for the First Time,2022M08,Secondhand_Private_Cars,Number,4390
Vehicles Licensed for the First Time,2022M08,Secondhand_Goods_Vehicles,Number,613
Vehicles Licensed for the First Time,2022M08,Secondhand_Tractors,Number,221
Vehicles Licensed for the First Time,2022M08,Secondhand_Other_Vehicles,Number,491
Vehicles Licensed for the First Time,2022M08,Secondhand_Motor_Cycles,Number,263
Vehicles Licensed for the First Time,2022M09,All_Vehicles,Number,16750
Vehicles Licensed for the First Time,2022M09,New_Vehicles,Number,10788
Vehicles Licensed for the First Time,2022M09,New_Private_Cars,Number,7315
Vehicles Licensed for the First Time,2022M09,New Goods Vehicles,Number,2450
Vehicles Licensed for the First Time,2022M09,New_Tractors,Number,186
Vehicles Licensed for the First Time,2022M09,New Motor_Cycles,Number,217
Vehicles Licensed for the First Time,2022M09,New_Exempt_Vehicles,Number,507
Vehicles Licensed for the First Time,2022M09,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,113
Vehicles Licensed for the First Time,2022M09,Secondhand_Vehicles,Number,5962
Vehicles Licensed for the First Time,2022M09,Secondhand_Private_Cars,Number,4378
Vehicles Licensed for the First Time,2022M09,Secondhand_Goods_Vehicles,Number,669
Vehicles Licensed for the First Time,2022M09,Secondhand_Tractors,Number,157
Vehicles Licensed for the First Time,2022M09,Secondhand_Other_Vehicles,Number,499
Vehicles Licensed for the First Time,2022M09,Secondhand_Motor_Cycles,Number,259
Vehicles Licensed for the First Time,2022M10,All_Vehicles,Number,12687
Vehicles Licensed for the First Time,2022M10,New_Vehicles,Number,7399
Vehicles Licensed for the First Time,2022M10,New_Private_Cars,Number,4527
Vehicles Licensed for the First Time,2022M10,New Goods Vehicles,Number,2141
Vehicles Licensed for the First Time,2022M10,New_Tractors,Number,146
Vehicles Licensed for the First Time,2022M10,New Motor_Cycles,Number,174
Vehicles Licensed for the First Time,2022M10,New_Exempt_Vehicles,Number,333
Vehicles Licensed for the First Time,2022M10,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,78
Vehicles Licensed for the First Time,2022M10,Secondhand_Vehicles,Number,5288
Vehicles Licensed for the First Time,2022M10,Secondhand_Private_Cars,Number,3802
Vehicles Licensed for the First Time,2022M10,Secondhand_Goods_Vehicles,Number,686
Vehicles Licensed for the First Time,2022M10,Secondhand_Tractors,Number,181
Vehicles Licensed for the First Time,2022M10,Secondhand_Other_Vehicles,Number,394
Vehicles Licensed for the First Time,2022M10,Secondhand_Motor_Cycles,Number,225
Vehicles Licensed for the First Time,2022M11,All_Vehicles,Number,10169
Vehicles Licensed for the First Time,2022M11,New_Vehicles,Number,4737
Vehicles Licensed for the First Time,2022M11,New_Private_Cars,Number,2353
Vehicles Licensed for the First Time,2022M11,New Goods Vehicles,Number,1817
Vehicles Licensed for the First Time,2022M11,New_Tractors,Number,136
Vehicles Licensed for the First Time,2022M11,New Motor_Cycles,Number,126
Vehicles Licensed for the First Time,2022M11,New_Exempt_Vehicles,Number,224
Vehicles Licensed for the First Time,2022M11,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,81
Vehicles Licensed for the First Time,2022M11,Secondhand_Vehicles,Number,5432
Vehicles Licensed for the First Time,2022M11,Secondhand_Private_Cars,Number,3739
Vehicles Licensed for the First Time,2022M11,Secondhand_Goods_Vehicles,Number,783
Vehicles Licensed for the First Time,2022M11,Secondhand_Tractors,Number,222
Vehicles Licensed for the First Time,2022M11,Secondhand_Other_Vehicles,Number,454
Vehicles Licensed for the First Time,2022M11,Secondhand_Motor_Cycles,Number,234
Vehicles Licensed for the First Time,2022M12,All_Vehicles,Number,6109
Vehicles Licensed for the First Time,2022M12,New_Vehicles,Number,2040
Vehicles Licensed for the First Time,2022M12,New_Private_Cars,Number,866
Vehicles Licensed for the First Time,2022M12,New Goods Vehicles,Number,859
Vehicles Licensed for the First Time,2022M12,New_Tractors,Number,55
Vehicles Licensed for the First Time,2022M12,New Motor_Cycles,Number,52
Vehicles Licensed for the First Time,2022M12,New_Exempt_Vehicles,Number,132
Vehicles Licensed for the First Time,2022M12,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,76
Vehicles Licensed for the First Time,2022M12,Secondhand_Vehicles,Number,4069
Vehicles Licensed for the First Time,2022M12,Secondhand_Private_Cars,Number,2886
Vehicles Licensed for the First Time,2022M12,Secondhand_Goods_Vehicles,Number,573
Vehicles Licensed for the First Time,2022M12,Secondhand_Tractors,Number,170
Vehicles Licensed for the First Time,2022M12,Secondhand_Other_Vehicles,Number,304
Vehicles Licensed for the First Time,2022M12,Secondhand_Motor_Cycles,Number,136
,,Regs_For_Year,,405402
Vehicles Licensed for the First Time,2023M01,All_Vehicles,Number,25003
Vehicles Licensed for the First Time,2023M01,New_Vehicles,Number,20303
Vehicles Licensed for the First Time,2023M01,New_Private_Cars,Number,16787
Vehicles Licensed for the First Time,2023M01,New Goods Vehicles,Number,2192
Vehicles Licensed for the First Time,2023M01,New_Tractors,Number,296
Vehicles Licensed for the First Time,2023M01,New Motor_Cycles,Number,282
Vehicles Licensed for the First Time,2023M01,New_Exempt_Vehicles,Number,602
Vehicles Licensed for the First Time,2023M01,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",Number,144
Vehicles Licensed for the First Time,2023M01,Secondhand_Vehicles,Number,4700
Vehicles Licensed for the First Time,2023M01,Secondhand_Private_Cars,Number,3362
Vehicles Licensed for the First Time,2023M01,Secondhand_Goods_Vehicles,Number,634
Vehicles Licensed for the First Time,2023M01,Secondhand_Tractors,Number,193
Vehicles Licensed for the First Time,2023M01,Secondhand_Other_Vehicles,Number,358
Vehicles Licensed for the First Time,2023M01,Secondhand_Motor_Cycles,Number,153
,,Regs_For_Year,,25003
